Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,CHANNEL,Bank code,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
-1.0331994151638784,-0.4635045569783044,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.04437073345479514,0,0,-0.36184419419927716,0.02752409412816096,114,13,875,0,-0.18806387666603816,0,0,0,11,8
-1.0305770816228532,0.6761688162526683,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06349650386093474,0,1,-0.36184419419927716,0.02752409412816096,123,4,946,0,-0.18806387666603816,0,0,0,11,8
-1.027954748081828,0.20130491073976306,12,11,-0.24828515255770772,-0.29485895636084214,4,-0.04846911282753934,0,1,-0.36184419419927716,0.02752409412816096,349,3,765,0,-0.18806387666603816,0,0,0,11,8
-1.0253324145408031,0.6761688162526683,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.05215765426300912,0,1,-0.36184419419927716,0.02752409412816096,274,27,497,0,-0.18806387666603816,0,0,0,11,8
-1.022710080999778,-0.08361343256798012,12,9,-0.05092038872533916,-0.20659847788859687,4,-0.06349650386093474,0,0,-0.36184419419927716,0.02752409412816096,483,30,221,3,,0,0,0,11,8
-1.0200877474587529,0.7711415973552495,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.04437073345479514,0,1,-0.36184419419927716,0.02752409412816096,26,14,578,0,-0.18806387666603816,0,0,0,11,8
-1.017465413917728,0.48622325404750627,12,2,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,70,4,839,0,-0.18806387666603816,0,0,0,11,8
-1.0148430803767028,-1.0333412435937908,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,228,13,901,0,-0.18806387666603816,0,0,0,11,8
-1.0122207468356776,0.48622325404750627,11,11,-0.4001042016595297,-0.3627516321087232,4,-0.050518302513911435,0,0,-0.36184419419927716,0.02752409412816096,97,3,815,0,-0.18806387666603816,0,0,0,11,8
-1.0095984132946527,0.6761688162526683,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,347,3,781,0,-0.18806387666603816,0,0,0,11,8
-1.0069760797536276,0.5811960351500873,1,11,-0.04585975375527843,-0.20433538869700082,4,-0.056665871573027736,3,1,-0.36184419419927716,0.02752409412816096,7,25,241,0,-0.18806387666603816,0,0,0,11,8
-1.0043537462126024,0.6761688162526683,5,6,-0.24828515255770772,-0.29485895636084214,4,-0.05461668188665564,0,1,-0.36184419419927716,0.02752409412816096,45,16,381,0,-0.18806387666603816,0,0,0,11,8
-1.0017314126715775,0.10633212963718201,12,10,-0.29889150225831507,-0.3174898482768025,4,-0.06691182000488824,0,1,-0.36184419419927716,0.02752409412816096,396,11,29,0,-0.18806387666603816,0,0,0,11,8
-0.9991090791305524,-0.3685317758757233,12,10,-0.4001042016595297,-0.3627516321087232,4,-0.06865363123830452,0,1,-0.36184419419927716,0.02752409412816096,95,1,522,3,,0,0,0,11,8
-0.9964867455895273,-0.17858621367056118,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.0599445750712231,0,0,-0.36184419419927716,0.02752409412816096,30,29,185,0,-0.18806387666603816,0,0,0,11,8
-0.9938644120485022,0.3912504729449252,12,11,-0.0463658172522845,-0.20456169761616044,4,-0.04437073345479514,0,1,-0.36184419419927716,0.02752409412816096,90,1,527,0,-0.18806387666603816,0,0,0,11,8
-0.9912420785074771,0.20130491073976306,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.05461668188665564,0,0,-0.36184419419927716,0.02752409412816096,114,13,872,0,-0.18806387666603816,0,0,0,11,8
-0.9886197449664521,0.7711415973552495,11,11,-0.4001042016595297,-0.3627516321087232,4,-0.05420684394938122,0,1,-0.36184419419927716,0.02752409412816096,83,3,813,0,-0.18806387666603816,0,0,0,11,8
-0.985997411425427,0.48622325404750627,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.050518302513911435,0,1,-0.36184419419927716,0.02752409412816096,47,29,205,0,-0.18806387666603816,0,0,0,11,8
-0.9833750778844019,0.3912504729449252,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.06076425094577193,0,0,0.011493098592114559,0.02752409412816096,166,29,222,3,,0,0,0,11,8
-0.9807527443433769,0.10633212963718201,10,0,-0.29889150225831507,-0.3174898482768025,4,-0.05154289735709749,0,0,-0.36184419419927716,0.02752409412816096,427,11,36,0,-0.18806387666603816,0,0,0,11,8
-0.9781304108023517,-0.2735589947731422,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.055846195698478894,0,1,-0.36184419419927716,0.02752409412816096,235,27,467,0,-0.18806387666603816,0,0,0,11,8
-0.9755080772613267,0.7711415973552495,5,11,-0.29889150225831507,-0.3174898482768025,4,-0.03617397470930674,0,1,-0.36184419419927716,0.02752409412816096,9,1,519,0,-0.18806387666603816,0,0,0,11,8
-0.9728857437203017,0.48622325404750627,12,11,-0.38998293171940823,-0.3582254537255311,4,-0.056665871573027736,0,0,-0.36184419419927716,0.02752409412816096,51,13,862,0,-0.18806387666603816,0,0,0,11,8
-0.9702634101792765,-1.9830690546196013,5,10,-0.29889150225831507,-0.3174898482768025,4,-0.06486263031851613,0,0,-0.36184419419927716,0.02752409412816096,415,4,919,3,,0,0,0,11,8
-0.9676410766382515,0.3912504729449252,12,0,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,429,29,219,0,-0.18806387666603816,0,0,0,11,8
-0.9650187430972265,0.5811960351500873,11,11,-0.4001042016595297,-0.3627516321087232,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,190,13,865,0,-0.18806387666603816,0,0,0,11,8
-0.9623964095562013,-0.08361343256798012,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,168,29,228,0,-0.18806387666603816,0,0,0,11,8
-0.9597740760151763,0.10633212963718201,5,6,-0.29889150225831507,-0.3174898482768025,4,-0.06520416193291148,0,1,-0.36184419419927716,0.02752409412816096,307,24,90,0,-0.18806387666603816,0,0,0,11,8
-0.9571517424741512,0.29627769184234415,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.06076425094577193,0,0,-0.36184419419927716,0.02752409412816096,158,21,721,0,-0.18806387666603816,0,0,0,11,8
-0.9545294089331261,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,0,-0.36184419419927716,0.02752409412816096,250,27,503,0,-0.18806387666603816,0,0,0,11,8
-0.9519070753921011,0.5811960351500873,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.04601008520389282,0,0,-0.36184419419927716,0.02752409412816096,250,27,501,0,-0.18806387666603816,0,0,0,11,8
-0.949284741851076,0.3912504729449252,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,0,-0.36184419419927716,0.02752409412816096,132,13,880,0,-0.18806387666603816,0,0,0,11,8
-0.9466624083100509,0.48622325404750627,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,118,3,808,0,-0.18806387666603816,0,0,0,11,8
-0.9440400747690258,0.6761688162526683,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,332,3,769,0,-0.18806387666603816,0,0,0,11,8
-0.9414177412280008,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,249,21,713,3,,0,0,0,11,8
-0.9387954076869757,-0.6534501191834665,5,6,-0.4001042016595297,-0.3627516321087232,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,250,27,503,0,-0.18806387666603816,0,0,0,11,8
-0.9361730741459506,0.48622325404750627,10,11,-0.34949785195892236,-0.34012074019276284,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,253,14,589,0,-0.18806387666603816,0,0,0,11,8
-0.9335507406049256,0.6761688162526683,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,217,16,372,0,-0.18806387666603816,0,0,0,11,8
-0.9309284070639005,-1.0333412435937908,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.04846911282753934,0,0,-0.36184419419927716,0.02752409412816096,51,13,890,0,-0.18806387666603816,0,0,0,11,8
-0.9283060735228754,-0.17858621367056118,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.057348934801818435,0,1,0.011493098592114559,0.02752409412816096,182,4,922,3,,0,0,0,11,8
-0.9256837399818504,-0.4635045569783044,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.056665871573027736,0,0,-0.36184419419927716,0.02752409412816096,30,29,190,0,-0.18806387666603816,0,0,0,11,8
-0.9230614064408252,0.6761688162526683,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06486263031851613,0,1,-0.36184419419927716,0.02752409412816096,165,13,848,0,-0.18806387666603816,0,0,0,11,8
-0.9204390728998002,0.6761688162526683,5,6,-0.29889150225831507,-0.3174898482768025,4,-0.06861947807686498,0,1,-0.36184419419927716,0.02752409412816096,119,7,412,3,,0,0,0,11,8
-0.9178167393587752,0.29627769184234415,12,2,-0.34949785195892236,-0.34012074019276284,4,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,261,1,532,3,,0,0,0,11,8
-0.91519440581775,0.5811960351500873,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,194,16,377,0,-0.18806387666603816,0,0,0,11,8
-0.912572072276725,0.7711415973552495,11,10,-0.04585975375527843,-0.20433538869700082,4,-0.05325055542907424,0,0,-0.36184419419927716,0.02752409412816096,250,27,497,0,-0.18806387666603816,0,0,0,11,8
-0.9099497387357,0.48622325404750627,12,11,-0.2993975657553211,-0.3177161571959621,4,-0.050518302513911435,0,1,-0.36184419419927716,0.02752409412816096,344,27,477,0,-0.18806387666603816,0,0,0,11,8
-0.9073274051946748,-0.17858621367056118,5,11,-0.29889150225831507,-0.3174898482768025,4,-0.04641992314116724,0,1,-0.36184419419927716,0.02752409412816096,141,1,567,0,-0.18806387666603816,0,0,0,11,8
-0.9047050716536498,0.48622325404750627,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.05461668188665564,0,1,-0.36184419419927716,0.02752409412816096,106,31,678,0,-0.18806387666603816,0,0,0,11,8
-0.9020827381126247,0.20130491073976306,10,2,-0.4001042016595297,-0.3627516321087232,4,-0.06281344063214403,0,1,-0.36184419419927716,0.02752409412816096,170,1,545,0,-0.18806387666603816,0,0,0,11,8
-0.8994604045715996,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,144,13,906,0,-0.18806387666603816,0,0,0,11,8
-0.8968380710305746,0.6761688162526683,10,11,-0.38492229674934747,-0.35596236453393504,4,-0.050518302513911435,0,1,0.011493098592114559,0.02752409412816096,492,1,574,0,-0.18806387666603816,0,0,0,11,8
-0.8942157374895495,0.7711415973552495,12,11,-0.1470724531564931,-0.2495971725289215,4,-0.058715061259399834,0,0,-0.36184419419927716,0.02752409412816096,250,27,505,0,-0.18806387666603816,0,0,0,11,8
-0.8915934039485244,0.3912504729449252,11,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,250,27,498,0,-0.18806387666603816,0,0,0,11,8
-0.8889710704074993,0.6761688162526683,10,11,-0.34949785195892236,-0.34012074019276284,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,75,16,380,0,-0.18806387666603816,0,0,0,11,8
-0.8863487368664743,0.10633212963718201,11,11,-0.34949785195892236,-0.34012074019276284,4,-0.05256749220028354,0,0,-0.36184419419927716,0.02752409412816096,114,13,885,0,-0.18806387666603816,0,0,0,11,8
-0.8837264033254492,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,142,1,570,0,-0.18806387666603816,0,0,0,11,8
-0.8811040697844241,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,1,-0.36184419419927716,0.02752409412816096,346,3,772,0,-0.18806387666603816,0,0,0,11,8
-0.8784817362433991,0.7711415973552495,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,0,0,0,0,-0.18806387666603816,0,0,0,11,8
-0.875859402702374,0.48622325404750627,11,11,-0.4001042016595297,-0.3627516321087232,4,-0.042321543768423044,0,0,-0.36184419419927716,0.02752409412816096,114,13,874,0,-0.18806387666603816,0,0,0,11,8
-0.8732370691613489,0.3912504729449252,12,2,-0.34949785195892236,-0.34012074019276284,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,416,18,822,0,-0.18806387666603816,0,0,0,11,8
-0.8706147356203239,0.5811960351500873,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.03822316439567884,0,1,-0.36184419419927716,0.02752409412816096,228,13,902,0,-0.18806387666603816,0,0,0,11,8
-0.8679924020792987,0.6761688162526683,10,9,-0.4001042016595297,-0.3627516321087232,4,-0.056665871573027736,0,0,-0.36184419419927716,0.02752409412816096,223,29,198,0,-0.18806387666603816,0,0,0,11,8
-0.8653700685382737,0.6761688162526683,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.054958213501050984,0,1,-0.36184419419927716,0.02752409412816096,154,24,92,0,-0.18806387666603816,0,0,0,11,8
-0.8627477349972487,0.7711415973552495,5,11,-0.04585975375527843,-0.20433538869700082,4,-0.01568207784558575,0,1,-0.36184419419927716,0.02752409412816096,132,13,867,0,-0.18806387666603816,0,0,0,11,8
-0.8601254014562235,0.7711415973552495,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.04437073345479514,0,1,-0.36184419419927716,0.02752409412816096,300,27,470,0,-0.18806387666603816,0,0,0,11,8
-0.8575030679151985,-0.17858621367056118,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06076425094577193,0,0,-0.36184419419927716,0.02752409412816096,30,29,187,0,-0.18806387666603816,0,0,0,11,8
-0.8548807343741734,0.5811960351500873,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.04641992314116724,0,1,-0.36184419419927716,0.02752409412816096,469,3,807,0,-0.18806387666603816,0,0,0,11,8
-0.8522584008331483,0.011359348534600945,12,2,-0.04585975375527843,-0.20433538869700082,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,189,29,236,0,-0.18806387666603816,0,0,0,11,8
-0.8496360672921233,0.6761688162526683,11,11,-0.29889150225831507,-0.3174898482768025,4,-0.058715061259399834,0,1,0.011493098592114559,0.02752409412816096,171,24,82,0,-0.18806387666603816,0,0,0,11,8
-0.8470137337510982,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.04846911282753934,0,1,-0.36184419419927716,0.02752409412816096,56,31,657,0,-0.18806387666603816,0,0,0,11,8
-0.8443914002100731,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.06281344063214403,0,1,-0.36184419419927716,0.02752409412816096,91,25,276,0,-0.18806387666603816,0,0,0,11,8
-0.841769066669048,0.6761688162526683,12,11,-0.24828515255770772,-0.29485895636084214,4,-0.056665871573027736,0,1,0.011493098592114559,0.02752409412816096,357,3,768,3,,0,0,0,11,8
-0.839146733128023,0.7711415973552495,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,469,3,806,0,-0.18806387666603816,0,0,0,11,8
-0.8365243995869979,0.10633212963718201,12,11,-0.4001042016595297,-0.3627516321087232,4,0.29169637511022917,0,1,-0.36184419419927716,0.02752409412816096,351,16,409,0,-0.18806387666603816,0,0,0,11,8
-0.8339020660459728,0.7711415973552495,10,2,-0.04585975375527843,-0.20433538869700082,4,-0.06281344063214403,0,1,0.011493098592114559,0.02752409412816096,107,3,796,3,,0,0,0,11,8
-0.8312797325049478,0.6761688162526683,12,2,-0.04585975375527843,-0.20433538869700082,4,-0.03617397470930674,0,1,-0.36184419419927716,0.02752409412816096,357,3,782,0,-0.18806387666603816,0,0,0,11,8
-0.8286573989639227,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,139,31,653,0,-0.18806387666603816,0,0,0,11,8
-0.8260350654228976,0.48622325404750627,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.04928878870208818,0,0,-0.36184419419927716,0.02752409412816096,90,1,527,0,-0.18806387666603816,0,0,0,11,8
-0.8234127318818726,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,351,16,411,0,-0.18806387666603816,0,0,0,11,8
-0.8207903983408474,-1.3182595869015339,12,0,-0.4001042016595297,-0.3627516321087232,4,-0.058715061259399834,0,0,-0.36184419419927716,0.02752409412816096,272,11,52,1,,0,0,0,11,8
-0.8181680647998224,0.20130491073976306,10,11,-0.04585975375527843,-0.20433538869700082,4,-0.05215765426300912,0,1,-0.36184419419927716,0.02752409412816096,406,16,370,0,-0.18806387666603816,0,0,0,11,8
-0.8155457312587974,0.48622325404750627,11,6,-0.4886653136355925,-0.20433538869700082,3,-0.06008118771698123,0,1,-0.6107357227268716,0.02752409412816096,382,17,350,3,,0,0,0,11,8
-0.8129233977177722,0.6761688162526683,10,11,-0.34949785195892236,-0.34012074019276284,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,12,27,487,0,-0.18806387666603816,0,0,0,11,8
-0.8103010641767472,0.48622325404750627,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.056665871573027736,0,0,-0.36184419419927716,0.02752409412816096,114,13,884,0,-0.18806387666603816,0,0,0,11,8
-0.8076787306357222,0.48622325404750627,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.055846195698478894,0,1,-0.36184419419927716,0.02752409412816096,410,13,853,0,-0.18806387666603816,0,0,0,11,8
-0.805056397094697,0.10633212963718201,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,455,16,395,0,-0.18806387666603816,0,0,0,11,8
-0.802434063553672,0.20130491073976306,12,11,-0.2887702323181936,-0.3129636698936104,4,-0.049835239285120736,0,0,-0.36184419419927716,0.02752409412816096,344,27,471,0,-0.18806387666603816,0,0,0,11,8
-0.7998117300126469,0.6761688162526683,12,2,-0.30040969274933327,-0.3181687750342813,4,-0.06281344063214403,0,1,-0.36184419419927716,0.02752409412816096,60,29,163,3,,0,0,0,11,8
-0.7971893964716218,0.3912504729449252,11,2,-0.34949785195892236,-0.34012074019276284,4,-0.06896100969126033,0,1,-0.36184419419927716,0.02752409412816096,176,13,857,3,,0,0,0,11,8
-0.7945670629305968,0.7711415973552495,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,349,3,741,0,-0.18806387666603816,0,0,0,11,8
-0.7919447293895717,0.7711415973552495,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.05256749220028354,0,1,0.011493098592114559,0.02752409412816096,494,4,930,3,,0,0,0,11,8
-0.7893223958485466,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,64,25,287,0,-0.18806387666603816,0,0,0,11,8
-0.7867000623075215,0.5811960351500873,10,11,-0.3596191218990438,-0.3446469185759549,4,-0.058715061259399834,3,1,-0.36184419419927716,0.02752409412816096,357,3,774,0,-0.18806387666603816,0,0,0,11,8
-0.7840777287664965,0.011359348534600945,12,10,-0.29889150225831507,-0.3174898482768025,4,-0.06486263031851613,0,1,-0.36184419419927716,0.02752409412816096,149,29,142,0,-0.18806387666603816,0,0,0,11,8
-0.7814553952254714,0.20130491073976306,10,2,-0.29889150225831507,-0.3174898482768025,4,-0.06281344063214403,0,0,-0.36184419419927716,0.02752409412816096,51,13,871,0,-0.18806387666603816,0,0,0,11,8
-0.7788330616844463,0.7711415973552495,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06076425094577193,0,0,-0.36184419419927716,0.02752409412816096,346,3,777,0,-0.18806387666603816,0,0,0,11,8
-0.7762107281434213,0.10633212963718201,10,0,-0.3039521372283758,-0.3197529374683985,4,-0.06349650386093474,0,1,-0.36184419419927716,0.02752409412816096,301,29,216,0,-0.18806387666603816,0,0,0,11,8
-0.7735883946023961,0.011359348534600945,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.06896100969126033,0,1,-0.36184419419927716,0.02752409412816096,93,26,622,3,,0,0,0,11,8
-0.7709660610613711,-0.08361343256798012,12,10,-0.29889150225831507,-0.3174898482768025,4,-0.06404295444396729,0,0,-0.36184419419927716,0.02752409412816096,239,7,437,0,1.8674623167028876,0,0,0,11,8
-0.7683437275203461,0.6761688162526683,5,2,-0.2993975657553211,-0.3177161571959621,4,-0.06861947807686498,0,1,-0.36184419419927716,0.02752409412816096,168,29,231,3,,0,0,0,11,8
-0.7657213939793209,-0.5584773380808854,5,6,-0.0463658172522845,-0.20456169761616044,4,-0.04641992314116724,0,1,1.255950741230087,0.02752409412816096,497,27,493,3,,0,0,0,11,8
-0.7630990604382959,0.6761688162526683,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,6,29,133,0,-0.18806387666603816,0,0,0,11,8
-0.7604767268972709,-0.8433956813886286,1,2,-0.04585975375527843,-0.20433538869700082,4,-0.06281344063214403,0,1,0.6337219199111007,0.02752409412816096,95,1,520,3,,0,0,0,11,8
-0.7578543933562457,-0.08361343256798012,12,2,-0.04585975375527843,-0.20433538869700082,4,-0.04437073345479514,0,1,-0.36184419419927716,0.02752409412816096,417,16,399,3,,0,0,0,11,8
-0.7552320598152207,-0.08361343256798012,10,0,-0.4001042016595297,-0.3627516321087232,4,-0.06486263031851613,0,1,-0.36184419419927716,0.02752409412816096,211,25,249,0,4.950751606756277,0,0,0,11,8
-0.7526097262741956,0.29627769184234415,12,11,-0.24828515255770772,-0.29485895636084214,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,346,3,774,0,-0.18806387666603816,0,0,0,11,8
-0.7499873927331705,0.6761688162526683,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.03617397470930674,0,1,-0.36184419419927716,0.02752409412816096,241,29,148,0,-0.18806387666603816,0,0,0,11,8
-0.7473650591921455,0.5811960351500873,12,11,-0.17237562800679673,-0.26091261848690167,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,243,3,789,0,-0.18806387666603816,0,0,0,11,8
-0.7447427256511204,0.5811960351500873,12,0,-0.29889150225831507,-0.3174898482768025,4,-0.06281344063214403,0,1,-0.36184419419927716,0.02752409412816096,88,16,391,3,,0,0,0,11,8
-0.7421203921100953,0.6761688162526683,12,11,-0.1976788028571004,-0.27222806444488185,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,332,3,779,0,-0.18806387666603816,0,0,0,11,8
-0.7394980585690702,0.7711415973552495,12,2,-0.04585975375527843,-0.20433538869700082,4,-0.027977215963818348,0,1,-0.36184419419927716,0.02752409412816096,104,1,523,0,-0.18806387666603816,0,0,0,11,8
-0.7368757250280452,0.10633212963718201,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.05748554744757658,0,1,-0.36184419419927716,0.02752409412816096,386,7,429,0,-0.18806387666603816,0,0,0,11,8
-0.7342533914870201,0.29627769184234415,5,6,-0.29889150225831507,-0.3174898482768025,4,-0.06486263031851613,0,1,0.011493098592114559,0.02752409412816096,167,4,923,3,,0,0,0,11,8
-0.731631057945995,0.29627769184234415,12,2,-0.04585975375527843,-0.20433538869700082,4,-0.06008118771698123,0,1,-0.36184419419927716,0.02752409412816096,417,16,398,3,,0,0,0,11,8
-0.72900872440497,0.10633212963718201,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.055846195698478894,0,0,-0.36184419419927716,0.02752409412816096,51,13,892,3,,0,0,0,11,8
-0.7263863908639449,0.5811960351500873,12,2,-0.34949785195892236,-0.34012074019276284,4,-0.06281344063214403,0,1,0.011493098592114559,0.02752409412816096,105,21,703,3,,0,0,0,11,8
-0.7237640573229198,0.7711415973552495,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.03822316439567884,0,1,-0.36184419419927716,0.02752409412816096,2,27,484,0,-0.18806387666603816,0,0,0,11,8
-0.7211417237818948,0.20130491073976306,5,10,-0.2993975657553211,-0.3177161571959621,4,-0.06486263031851613,0,1,0.6337219199111007,0.02752409412816096,0,0,0,3,,0,0,0,11,8
-0.7185193902408696,0.6761688162526683,11,2,-0.4001042016595297,-0.3627516321087232,4,-0.06486263031851613,0,1,-0.36184419419927716,0.02752409412816096,428,4,929,3,,0,0,0,11,8
-0.7158970566998446,-0.08361343256798012,12,11,-0.04585975375527843,-0.20433538869700082,4,-0.05461668188665564,0,1,-0.36184419419927716,0.02752409412816096,434,11,46,0,-0.18806387666603816,0,0,0,11,8
-0.7132747231588196,0.29627769184234415,10,2,-0.29889150225831507,-0.3174898482768025,4,-0.06691182000488824,0,0,0.6337219199111007,0.02752409412816096,19,1,518,3,,0,0,0,11,8
-0.7106523896177944,0.5811960351500873,11,10,-0.04585975375527843,-0.20433538869700082,4,-0.050518302513911435,0,1,-0.36184419419927716,0.02752409412816096,386,7,424,0,-0.18806387666603816,0,0,0,11,8
-0.7080300560767694,0.29627769184234415,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,158,21,720,0,-0.18806387666603816,0,0,0,11,8
-0.7054077225357444,0.20130491073976306,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.04641992314116724,0,1,-0.36184419419927716,0.02752409412816096,244,27,488,0,-0.18806387666603816,0,0,0,11,8
-0.7027853889947192,0.6761688162526683,10,11,-0.29889150225831507,-0.3174898482768025,4,-0.05830522332212541,0,1,-0.36184419419927716,0.02752409412816096,411,4,949,0,-0.18806387666603816,0,0,0,11,8
-0.7001630554536942,0.3912504729449252,12,11,-0.4001042016595297,-0.3627516321087232,4,-0.050518302513911435,0,0,-0.36184419419927716,0.02752409412816096,346,3,770,0,-0.18806387666603816,0,0,0,11,8
-0.6975407219126691,0.29627769184234415,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.06076425094577193,0,1,-0.36184419419927716,0.02752409412816096,161,29,125,0,-0.18806387666603816,0,0,0,11,8
-0.694918388371644,0.29627769184234415,12,11,-0.29889150225831507,-0.3174898482768025,4,-0.05678882295421006,0,1,-0.36184419419927716,0.02752409412816096,9,1,517,0,-0.18806387666603816,0,0,0,11,8
-0.692296054830619,0.6761688162526683,11,10,-0.04585975375527843,-0.20433538869700082,4,-0.056665871573027736,0,1,-0.36184419419927716,0.02752409412816096,55,29,135,0,-0.18806387666603816,0,0,0,11,8
-0.6896737212895939,0.10633212963718201,12,11,-0.34949785195892236,-0.34012074019276284,4,-0.058715061259399834,0,1,-0.36184419419927716,0.02752409412816096,341,4,835,0,-0.18806387666603816,0,0,0,11,8
